"Date","Price","Open","High","Low","Vol.","Change %"
"09/20/2024","4.3160","4.3310","4.3575","4.3010","0.51K","-0.12%"
"09/19/2024","4.3210","4.2280","4.3485","4.2200","0.69K","1.12%"
"09/18/2024","4.2730","4.2250","4.3055","4.2230","1.22K","0.55%"
"09/17/2024","4.2495","4.2485","4.2805","4.2330","0.44K","-0.02%"
"09/16/2024","4.2505","4.1980","4.2930","4.1840","0.53K","0.89%"
"09/13/2024","4.2130","4.1975","4.2190","4.1730","0.14K","0.98%"
"09/12/2024","4.1720","4.1450","4.2060","4.1450","0.79K","1.26%"
"09/11/2024","4.1200","4.0990","4.1480","4.0915","0.24K","1.07%"
"09/10/2024","4.0765","4.1070","4.1340","4.0650","0.49K","-1.13%"
"09/09/2024","4.1230","4.0515","4.1325","4.0490","0.21K","1.74%"
"09/06/2024","4.0525","4.1105","4.1390","4.0470","0.16K","-1.53%"
"09/05/2024","4.1155","4.0635","4.1430","4.0275","0.34K","1.42%"
"09/04/2024","4.0580","4.0630","4.0945","4.0275","0.46K","-0.33%"
"09/03/2024","4.0715","4.1735","4.1735","4.0375","0.43K","-2.68%"
"09/02/2024","4.1837","4.2190","4.2218","4.1632","","-0.83%"
"09/01/2024","4.2188","4.2185","4.2272","4.2127","","0.71%"
"08/30/2024","4.1890","4.1870","4.2500","4.1870","0.17K","-0.23%"
"08/29/2024","4.1985","4.2000","4.2225","4.1720","0.52K","0.62%"
"08/28/2024","4.1725","4.2475","4.2505","4.1615","1.55K","-2.00%"
"08/27/2024","4.2575","4.2200","4.2680","4.2200","1.44K","0.53%"
"08/26/2024","4.2350","4.2120","4.2520","4.2120","2.14K","0.57%"
"08/23/2024","4.2110","4.1480","4.2200","4.1475","0.47K","1.36%"
"08/22/2024","4.1545","4.2165","4.2205","4.1400","0.40K","-1.01%"
"08/21/2024","4.1970","4.1630","4.2095","4.1630","0.32K","0.70%"
"08/20/2024","4.1680","4.1980","4.2105","4.1550","0.52K","-0.49%"
"08/19/2024","4.1885","4.1660","4.2010","4.1615","0.45K","0.95%"
"08/16/2024","4.1490","4.1350","4.1630","4.0995","0.80K","-0.10%"
"08/15/2024","4.1530","4.0520","4.1605","4.0520","1.07K","2.64%"
"08/14/2024","4.0460","4.0530","4.0885","4.0380","0.59K","-0.25%"
"08/13/2024","4.0560","4.0795","4.0795","4.0240","0.21K","-0.47%"
"08/12/2024","4.0750","4.0055","4.0850","4.0040","0.10K","1.82%"
"08/09/2024","4.0020","4.0215","4.0390","3.9930","0.34K","0.81%"
"08/08/2024","3.9700","3.9500","3.9930","3.9500","0.69K","0.16%"
"08/07/2024","3.9635","4.0050","4.0230","3.9550","0.37K","-1.80%"
"08/06/2024","4.0360","4.0415","4.0460","3.9780","0.37K","0.64%"
"08/05/2024","4.0105","4.1315","4.1355","3.9570","0.13K","-2.54%"
"08/02/2024","4.1150","4.0810","4.1430","4.0725","0.18K","0.49%"
"08/01/2024","4.0950","4.2035","4.2035","4.0780","0.53K","-2.21%"
"07/31/2024","4.1875","4.1490","4.2210","4.1490","0.15K","2.18%"
"07/30/2024","4.0980","4.1070","4.1120","4.0600","0.16K","0.33%"
"07/29/2024","4.0845","4.1115","4.1500","4.0610","51.25K","-0.96%"
"07/26/2024","4.1240","4.1165","4.1560","4.1000","52.56K","-0.04%"
"07/25/2024","4.1255","4.0820","4.1560","4.0360","76.85K","0.40%"
"07/24/2024","4.1090","4.1660","4.1780","4.0760","84.44K","-1.24%"
"07/23/2024","4.1605","4.1945","4.2140","4.1355","56.02K","-0.88%"
"07/22/2024","4.1975","4.2360","4.2615","4.1620","72.58K","-0.92%"
"07/19/2024","4.2365","4.2620","4.2910","4.2280","60.98K","-1.00%"
"07/18/2024","4.2795","4.4150","4.4280","4.2525","91.54K","-2.93%"
"07/17/2024","4.4085","4.4570","4.4835","4.4010","60.75K","-0.92%"
"07/16/2024","4.4495","4.5120","4.5250","4.4285","60.39K","-1.70%"
"07/15/2024","4.5265","4.5815","4.6025","4.5015","56.40K","-1.45%"
"07/12/2024","4.5930","4.5275","4.6015","4.4760","62.44K","1.92%"
"07/11/2024","4.5065","4.5940","4.6255","4.5025","77.71K","-2.21%"
"07/10/2024","4.6085","4.5830","4.6570","4.5475","61.07K","0.68%"
"07/09/2024","4.5775","4.6065","4.6515","4.5510","59.97K","-0.88%"
"07/08/2024","4.6180","4.6710","4.6710","4.5885","72.15K","-0.73%"
"07/05/2024","4.6520","4.5260","4.6995","4.5130","125.28K","2.00%"
"07/04/2024","4.5610","4.5320","4.5853","4.5137","","0.61%"
"07/03/2024","4.5335","4.4275","4.5625","4.4135","63.12K","2.59%"
"07/02/2024","4.4190","4.4165","4.4720","4.3910","51.69K","0.02%"
"07/01/2024","4.4180","4.3760","4.4380","4.3525","47.46K","0.60%"
"06/28/2024","4.3915","4.3355","4.4280","4.3315","51.67K","0.99%"
"06/27/2024","4.3485","4.3735","4.3935","4.3290","50.88K","-0.34%"
"06/26/2024","4.3635","4.3670","4.3945","4.3355","1.22K","-0.05%"
"06/25/2024","4.3655","4.4155","4.4505","4.3530","0.33K","-1.34%"
"06/24/2024","4.4250","4.4070","4.4465","4.3970","0.64K","-0.03%"
"06/21/2024","4.4265","4.5255","4.5290","4.4190","0.50K","-2.09%"
"06/20/2024","4.5210","4.4610","4.5305","4.4435","1.05K","0.42%"
"06/19/2024","4.5023","4.4908","4.5693","4.4750","","1.24%"
"06/18/2024","4.4470","4.4445","4.4580","4.3640","0.69K","0.44%"
"06/17/2024","4.4275","4.4780","4.4780","4.3885","0.36K","-0.96%"
"06/14/2024","4.4705","4.4855","4.4960","4.4460","0.26K","-0.03%"
"06/13/2024","4.4720","4.5155","4.5450","4.4530","0.36K","-1.82%"
"06/12/2024","4.5550","4.5025","4.5950","4.4940","0.25K","1.37%"
"06/11/2024","4.4935","4.5400","4.5510","4.4345","0.69K","-1.01%"
"06/10/2024","4.5395","4.4470","4.5475","4.4470","1.47K","1.40%"
"06/07/2024","4.4770","4.6595","4.6600","4.4520","0.30K","-4.07%"
"06/06/2024","4.6670","4.6040","4.6725","4.6040","0.27K","1.76%"
"06/05/2024","4.5865","4.5545","4.6035","4.5200","0.56K","1.08%"
"06/04/2024","4.5375","4.6650","4.6665","4.5265","0.24K","-2.74%"
"06/03/2024","4.6655","4.6260","4.6840","4.6015","0.31K","1.35%"
"05/31/2024","4.6035","4.6305","4.6685","4.5795","0.20K","-1.20%"
"05/30/2024","4.6595","4.7500","4.7500","4.6350","0.32K","-2.74%"
"05/29/2024","4.7910","4.8750","4.8935","4.7500","71.90K","-1.32%"
"05/28/2024","4.8550","4.7600","4.9030","4.7510","101.46K","0.66%"
"05/27/2024","4.8232","4.7675","4.8480","4.7512","","1.17%"
"05/26/2024","4.7672","4.7585","4.7828","4.7585","","0.29%"
"05/24/2024","4.7535","4.7760","4.8230","4.7465","59.53K","-0.81%"
"05/23/2024","4.7925","4.8025","4.8625","4.7435","91.87K","-1.15%"
"05/22/2024","4.8485","5.1040","5.1330","4.7915","136.67K","-5.04%"
"05/21/2024","5.1060","5.1075","5.1795","5.0125","101.49K","0.53%"
"05/20/2024","5.0790","5.0800","5.1990","5.0040","114.89K","0.57%"
"05/17/2024","5.0500","4.8825","5.0895","4.8485","107.94K","3.55%"
"05/16/2024","4.8770","4.9225","5.0200","4.8415","106.74K","-0.96%"
"05/15/2024","4.9245","4.9000","5.1280","4.8140","177.91K","0.60%"
"05/14/2024","4.8950","4.7700","5.0260","4.7665","253.20K","2.71%"
"05/13/2024","4.7660","4.6530","4.7760","4.6160","98.63K","2.22%"
"05/10/2024","4.6625","4.6015","4.7455","4.5970","153.56K","1.69%"
"05/09/2024","4.5850","4.5415","4.6035","4.5185","92.94K","0.94%"
"05/08/2024","4.5425","4.5915","4.5980","4.5050","79.25K","-1.37%"
"05/07/2024","4.6055","4.6095","4.6450","4.5670","87.98K","-0.21%"
"05/06/2024","4.6150","4.5755","4.6385","4.5355","72.96K","1.27%"
"05/03/2024","4.5570","4.5020","4.5690","4.4830","75.36K","1.62%"
"05/02/2024","4.4845","4.5690","4.5820","4.4660","90.81K","-1.35%"
"05/01/2024","4.5460","4.5410","4.5975","4.5125","80.01K","-0.41%"
"04/30/2024","4.5645","4.6790","4.6945","4.5400","108.24K","-2.39%"
"04/29/2024","4.6765","4.5815","4.6810","4.5660","102.19K","2.35%"
"04/26/2024","4.5690","4.5550","4.6095","4.5395","1.99K","0.83%"
"04/25/2024","4.5315","4.4760","4.5720","4.4640","2.44K","1.23%"
"04/24/2024","4.4765","4.4395","4.5075","4.4355","1.39K","0.61%"
"04/23/2024","4.4495","4.4975","4.5005","4.4070","1.50K","-0.98%"
"04/22/2024","4.4935","4.5125","4.5630","4.4785","1.86K","-0.45%"
"04/19/2024","4.5140","4.4410","4.5255","4.4175","1.29K","1.36%"
"04/18/2024","4.4535","4.3515","4.4645","4.3390","1.85K","2.33%"
"04/17/2024","4.3520","4.3160","4.3915","4.3015","1.47K","0.73%"
"04/16/2024","4.3205","4.3885","4.3885","4.2935","1.95K","-1.64%"
"04/15/2024","4.3925","4.3625","4.4010","4.2930","1.66K","2.72%"
"04/12/2024","4.2760","4.2750","4.3730","4.2655","1.13K","0.22%"
"04/11/2024","4.2665","4.2765","4.3050","4.2445","0.74K","-0.52%"
"04/10/2024","4.2890","4.3095","4.3355","4.2500","1.32K","-0.14%"
"04/09/2024","4.2950","4.3050","4.3385","4.2675","1.45K","0.16%"
"04/08/2024","4.2880","4.2315","4.3145","4.1880","1.15K","0.82%"
"04/05/2024","4.2530","4.2370","4.2575","4.1990","0.57K","-0.30%"
"04/04/2024","4.2660","4.2285","4.2665","4.2245","0.97K","1.31%"
"04/03/2024","4.2110","4.0950","4.2320","4.0905","0.92K","2.98%"
"04/02/2024","4.0890","4.0690","4.1095","4.0675","0.57K","0.55%"
"04/01/2024","4.0665","4.0730","4.0900","4.0460","0.48K","1.37%"
"03/29/2024","4.0115","4.0115","4.0115","4.0115","","-0.34%"
"03/28/2024","4.0250","4.0250","4.0550","4.0090","0.45K","0.19%"
"03/27/2024","4.0175","4.0100","4.0315","3.9865","0.25K","0.22%"
"03/26/2024","4.0085","4.0115","4.0280","3.9810","75.59K","-0.19%"
"03/25/2024","4.0160","3.9990","4.0470","3.9905","81.45K","0.21%"
"03/22/2024","4.0075","4.0655","4.0665","3.9965","94.83K","-1.26%"
"03/21/2024","4.0585","4.0900","4.1280","4.0410","105.55K","0.17%"
"03/20/2024","4.0515","4.0680","4.0955","4.0270","97.06K","-0.56%"
"03/19/2024","4.0745","4.1355","4.1365","4.0575","106.63K","-1.34%"
"03/18/2024","4.1300","4.1210","4.1640","4.1020","104.89K","0.13%"
"03/15/2024","4.1245","4.0515","4.1370","4.0450","128.32K","1.95%"
"03/14/2024","4.0455","4.0600","4.0810","4.0175","112.48K","-0.36%"
"03/13/2024","4.0600","3.9375","4.0690","3.9190","161.60K","3.26%"
"03/12/2024","3.9320","3.9315","3.9520","3.9020","81.02K","0.09%"
"03/11/2024","3.9285","3.8935","3.9320","3.8785","59.15K","0.95%"
"03/08/2024","3.8915","3.9255","3.9465","3.8815","84.13K","-0.88%"
"03/07/2024","3.9260","3.8725","3.9420","3.8695","87.75K","1.32%"
"03/06/2024","3.8750","3.8435","3.8970","3.8370","69.94K","0.73%"
"03/05/2024","3.8470","3.8575","3.8735","3.8380","58.91K","-0.26%"
"03/04/2024","3.8570","3.8575","3.8880","3.8435","60.88K","-0.12%"
"03/01/2024","3.8615","3.8470","3.8730","3.8180","63.31K","0.38%"
"02/29/2024","3.8470","3.8390","3.8685","3.8340","63.45K","0.17%"
"02/28/2024","3.8405","3.8540","3.8545","3.8215","58.45K","-0.01%"
"02/27/2024","3.8410","3.8270","3.8530","3.8270","1.10K","0.41%"
"02/26/2024","3.8255","3.8745","3.8780","3.8260","0.55K","-1.68%"
"02/23/2024","3.8910","3.9055","3.9085","3.8565","0.51K","-0.40%"
"02/22/2024","3.9065","3.8900","3.9075","3.8760","0.64K","0.67%"
"02/21/2024","3.8805","3.8640","3.9090","3.8640","0.32K","0.27%"
"02/20/2024","3.8700","3.8155","3.8665","3.8075","0.32K","1.55%"
"02/19/2024","3.8110","3.8167","3.8293","3.8033","","-0.15%"
"02/18/2024","3.8167","3.8220","3.8222","3.8098","","-0.70%"
"02/16/2024","3.8435","3.7780","3.8460","3.7750","0.34K","2.13%"
"02/15/2024","3.7635","3.7160","3.7660","3.7160","0.30K","1.51%"
"02/14/2024","3.7075","3.7030","3.7265","3.7015","0.23K","-0.28%"
"02/13/2024","3.7180","3.7330","3.7635","3.7120","0.48K","-0.42%"
"02/12/2024","3.7335","3.6840","3.7350","3.6800","0.26K","1.11%"
"02/09/2024","3.6925","3.7195","3.7230","3.6755","0.34K","-0.59%"
"02/08/2024","3.7145","3.7655","3.7725","3.6945","0.51K","-0.96%"
"02/07/2024","3.7505","3.7960","3.8050","3.7485","0.34K","-1.21%"
"02/06/2024","3.7965","3.7905","3.8075","3.7840","0.17K","0.22%"
"02/05/2024","3.7880","3.8330","3.8455","3.7840","0.42K","-1.25%"
"02/02/2024","3.8360","3.8665","3.8685","3.8335","0.21K","-0.79%"
"02/01/2024","3.8665","3.8975","3.8975","3.8635","0.24K","-1.29%"
"01/31/2024","3.9170","3.9210","3.9535","3.8970","0.53K","-0.11%"
"01/30/2024","3.9215","3.8985","3.9265","3.8765","0.22K","1.10%"
"01/29/2024","3.8790","3.8530","3.8900","3.8275","73.98K","0.70%"
"01/26/2024","3.8520","3.8680","3.8865","3.8450","78.62K","-0.44%"
"01/25/2024","3.8690","3.8735","3.8935","3.8585","93.20K","-0.44%"
"01/24/2024","3.8860","3.8060","3.8880","3.7950","141.25K","2.44%"
"01/23/2024","3.7935","3.7485","3.8085","3.7475","92.92K","0.80%"
"01/22/2024","3.7635","3.7895","3.7915","3.7440","71.48K","-0.61%"
"01/19/2024","3.7865","3.7565","3.7920","3.7430","74.80K","1.11%"
"01/18/2024","3.7450","3.7440","3.7590","3.7145","79.63K","0.32%"
"01/17/2024","3.7330","3.7700","3.7705","3.7225","86.89K","-0.89%"
"01/16/2024","3.7665","3.7450","3.7900","3.7440","130.16K","-0.31%"
"01/15/2024","3.7782","3.7508","3.7888","3.7468","","0.74%"
"01/14/2024","3.7503","3.7452","3.7513","3.7452","","0.26%"
"01/12/2024","3.7405","3.7910","3.8190","3.7350","90.09K","-0.95%"
"01/11/2024","3.7765","3.7870","3.8240","3.7685","82.45K","-0.12%"
"01/10/2024","3.7810","3.7630","3.7930","3.7540","91.94K","0.60%"
"01/09/2024","3.7585","3.8235","3.8405","3.7570","101.67K","-1.35%"
"01/08/2024","3.8100","3.8075","3.8330","3.7895","83.58K","0.11%"
"01/05/2024","3.8060","3.8495","3.8660","3.8010","95.23K","-0.99%"
"01/04/2024","3.8440","3.8745","3.8845","3.8175","71.01K","-0.45%"
"01/03/2024","3.8615","3.8715","3.8790","3.8310","80.17K","-0.49%"
"01/02/2024","3.8805","3.8955","3.9120","3.8610","76.72K","-0.47%"
"01/01/2024","3.8988","3.8915","3.8998","3.8915","","0.21%"
"12/29/2023","3.8905","3.9165","3.9355","3.8780","54.67K","-0.87%"
"12/28/2023","3.9245","3.9560","3.9670","3.9130","65.79K","-0.72%"
"12/27/2023","3.9530","3.9065","3.9600","3.9045","1.04K","1.52%"
"12/26/2023","3.8940","3.9000","3.9350","3.8935","0.24K","-0.36%"
"12/25/2023","3.9082","3.9010","3.9097","3.9010","","0.27%"
"12/22/2023","3.8975","3.9165","3.9210","3.8910","0.16K","-0.33%"
"12/21/2023","3.9105","3.8900","3.9200","3.8830","0.41K","0.21%"
"12/20/2023","3.9025","3.9230","3.9230","3.8795","0.14K","0.21%"
"12/19/2023","3.8945","3.8910","3.9235","3.8910","0.04K","1.18%"
"12/18/2023","3.8490","3.8660","3.8730","3.8425","0.03K","-0.99%"
"12/15/2023","3.8875","3.9025","3.9025","3.8545","0.12K","-0.06%"
"12/14/2023","3.8900","3.8325","3.9070","3.8325","0.30K","2.77%"
"12/13/2023","3.7850","3.7785","3.8355","3.7640","0.14K","-0.04%"
"12/12/2023","3.7865","3.8010","3.8115","3.7910","0.14K","0.22%"
"12/11/2023","3.7780","3.8050","3.8085","3.7715","0.31K","-1.20%"
"12/08/2023","3.8240","3.7950","3.8500","3.7950","0.20K","0.90%"
"12/07/2023","3.7900","3.7250","3.7925","3.7250","0.12K","1.72%"
"12/06/2023","3.7260","3.7755","3.8175","3.7265","0.22K","-1.32%"
"12/05/2023","3.7760","3.8205","3.8205","3.7680","0.31K","-1.31%"
"12/04/2023","3.8260","3.8765","3.8770","3.8170","0.40K","-2.41%"
"12/01/2023","3.9205","3.8475","3.9195","3.8390","1.00K","2.04%"
"11/30/2023","3.8420","3.8315","3.8455","3.8045","0.47K","0.68%"
"11/29/2023","3.8160","3.8390","3.8495","3.8195","0.41K","-0.07%"
"11/28/2023","3.8185","3.7735","3.8335","3.7650","2.17K","1.17%"
"11/27/2023","3.7745","3.8070","3.8100","3.7700","0.76K","-0.81%"
"11/24/2023","3.8055","3.7875","3.8150","3.7725","0.74K","0.83%"
"11/23/2023","3.7743","3.7647","3.7975","3.7600","","-0.19%"
"11/22/2023","3.7815","3.8160","3.8160","3.7570","0.79K","-1.19%"
"11/21/2023","3.8270","3.8205","3.8405","3.8070","0.43K","0.12%"
"11/20/2023","3.8225","3.7440","3.8220","3.7440","0.47K","1.85%"
"11/17/2023","3.7530","3.7140","3.7535","3.6985","0.25K","0.90%"
"11/16/2023","3.7195","3.7305","3.7570","3.7055","0.27K","-0.44%"
"11/15/2023","3.7360","3.6900","3.7395","3.6900","0.22K","0.90%"
"11/14/2023","3.7025","3.6880","3.7270","3.6755","0.20K","0.52%"
"11/13/2023","3.6835","3.6190","3.6810","3.6030","0.35K","2.09%"
"11/10/2023","3.6080","3.6580","3.6600","3.6075","0.25K","-1.49%"
"11/09/2023","3.6625","3.6725","3.6810","3.6465","0.28K","0.11%"
"11/08/2023","3.6585","3.6965","3.7185","3.6545","0.40K","-1.07%"
"11/07/2023","3.6980","3.7225","3.7225","3.6650","0.42K","-0.98%"
"11/06/2023","3.7345","3.7050","3.7350","3.7005","0.18K","1.01%"
"11/03/2023","3.6970","3.7100","3.7170","3.6705","0.15K","0.26%"
"11/02/2023","3.6875","3.6900","3.7055","3.6775","0.31K","0.60%"
"11/01/2023","3.6655","3.6780","3.7015","3.6650","0.30K","0.05%"
"10/31/2023","3.6635","3.6650","3.6780","3.6470","0.09K","-0.27%"
"10/30/2023","3.6735","3.6590","3.7170","3.6590","0.13K","0.75%"
"10/27/2023","3.6460","3.5935","3.6595","3.5810","102.14K","1.72%"
"10/26/2023","3.5845","3.5890","3.6195","3.5720","73.83K","-0.18%"
"10/25/2023","3.5910","3.6315","3.6490","3.5820","70.33K","-0.91%"
"10/24/2023","3.6240","3.5815","3.6395","3.5625","89.81K","1.05%"
"10/23/2023","3.5865","3.5590","3.5945","3.5195","83.73K","0.66%"
"10/20/2023","3.5630","3.5850","3.5900","3.5465","73.26K","-1.06%"
"10/19/2023","3.6010","3.5840","3.6120","3.5665","66.12K","0.39%"
"10/18/2023","3.5870","3.5900","3.6305","3.5750","69.58K","0.24%"
"10/17/2023","3.5785","3.5815","3.5930","3.5315","86.04K","-0.10%"
"10/16/2023","3.5820","3.5705","3.6055","3.5635","57.58K","0.31%"
"10/13/2023","3.5710","3.5870","3.6165","3.5570","64.95K","-0.56%"
"10/12/2023","3.5910","3.6115","3.6485","3.5695","69.71K","-0.58%"
"10/11/2023","3.6120","3.6310","3.6640","3.5985","52.51K","-0.61%"
"10/10/2023","3.6340","3.6560","3.6745","3.5910","57.84K","-0.33%"
"10/09/2023","3.6460","3.6275","3.6730","3.6135","64.06K","0.51%"
"10/06/2023","3.6275","3.5660","3.6450","3.5515","89.05K","2.13%"
"10/05/2023","3.5520","3.5830","3.6030","3.5490","58.69K","-1.03%"
"10/04/2023","3.5890","3.6185","3.6220","3.5490","76.86K","-0.88%"
"10/03/2023","3.6210","3.6480","3.6480","3.5815","69.45K","-0.56%"
"10/02/2023","3.6415","3.7540","3.7615","3.6275","74.92K","-2.57%"
"09/29/2023","3.7375","3.7125","3.7860","3.7115","82.33K","0.80%"
"09/28/2023","3.7080","3.6465","3.7150","3.6255","73.77K","2.16%"
"09/27/2023","3.6295","3.6320","3.6420","3.6230","0.98K","-0.17%"
"09/26/2023","3.6355","3.6675","3.6675","3.6200","0.54K","-0.66%"
"09/25/2023","3.6595","3.6905","3.6905","3.6445","0.42K","-0.61%"
"09/22/2023","3.6820","3.6995","3.7270","3.6770","0.18K","-0.04%"
"09/21/2023","3.6835","3.7230","3.7330","3.6290","0.49K","-2.09%"
"09/20/2023","3.7620","3.7390","3.7735","3.7260","0.08K","0.75%"
"09/19/2023","3.7340","3.7650","3.7655","3.7205","0.20K","-0.81%"
"09/18/2023","3.7645","3.7925","3.8060","3.7560","0.19K","-0.61%"
"09/15/2023","3.7875","3.8250","3.8355","3.7770","0.12K","-0.53%"
"09/14/2023","3.8075","3.8005","3.8225","3.7780","0.10K","0.73%"
"09/13/2023","3.7800","3.7740","3.8030","3.7675","0.06K","0.04%"
"09/12/2023","3.7785","3.7870","3.7870","3.7630","0.11K","-0.47%"
"09/11/2023","3.7965","3.7180","3.8000","3.7180","0.14K","2.43%"
"09/08/2023","3.7065","3.7545","3.7545","3.7075","0.05K","-1.21%"
"09/07/2023","3.7520","3.7730","3.7785","3.7300","0.33K","-0.62%"
"09/06/2023","3.7755","3.8315","3.8315","3.7730","0.14K","-1.63%"
"09/05/2023","3.8380","3.8490","3.8495","3.7850","0.09K","0.16%"
"09/04/2023","3.8320","3.8540","3.8725","3.8163","","-0.60%"
"09/03/2023","3.8550","3.8505","3.8567","3.8475","","0.36%"
"09/01/2023","3.8410","3.8200","3.8945","3.8200","0.13K","0.84%"
"08/31/2023","3.8090","3.8110","3.8195","3.7935","0.13K","-0.57%"
"08/30/2023","3.8310","3.8050","3.8330","3.8050","0.61K","0.34%"
"08/29/2023","3.8180","3.7845","3.8220","3.7720","1.72K","1.09%"
"08/28/2023","3.7770","3.8080","3.8100","3.7725","1.14K","0.08%"
"08/25/2023","3.7740","3.7800","3.8160","3.7565","1.06K","-0.21%"
"08/24/2023","3.7820","3.8165","3.8165","3.7770","0.61K","-1.10%"
"08/23/2023","3.8240","3.7985","3.8295","3.7875","0.77K","1.28%"
"08/22/2023","3.7755","3.7750","3.7955","3.7625","0.60K","0.99%"
"08/21/2023","3.7385","3.7445","3.7445","3.7235","0.58K","0.34%"
"08/18/2023","3.7260","3.7050","3.7235","3.6935","0.28K","0.40%"
"08/17/2023","3.7110","3.6550","3.7300","3.6510","0.15K","0.94%"
"08/16/2023","3.6765","3.6925","3.7000","3.6640","0.22K","-0.24%"
"08/15/2023","3.6855","3.7440","3.7575","3.6745","0.33K","-1.44%"
"08/14/2023","3.7395","3.7200","3.7490","3.7150","0.19K","0.05%"
"08/11/2023","3.7375","3.7595","3.7595","3.7290","0.45K","-1.14%"
"08/10/2023","3.7805","3.7985","3.8405","3.7700","0.15K","-0.46%"
"08/09/2023","3.7980","3.7880","3.8190","3.7880","0.17K","0.42%"
"08/08/2023","3.7820","3.8500","3.8500","3.7460","0.40K","-1.72%"
"08/07/2023","3.8480","3.8620","3.8620","3.8475","0.10K","-0.79%"
"08/04/2023","3.8785","3.9345","3.9345","3.8535","0.23K","-0.81%"
"08/03/2023","3.9100","3.8545","3.9130","3.8340","0.14K","1.47%"
"08/02/2023","3.8535","3.9155","3.9160","3.8495","0.43K","-1.61%"
"08/01/2023","3.9165","4.0195","4.0225","3.9165","0.39K","-2.43%"
"07/31/2023","4.0140","3.9550","4.0200","3.9550","0.15K","1.99%"
"07/28/2023","3.9355","3.8705","3.9390","3.8700","0.13K","1.55%"
"07/27/2023","3.8755","3.9050","3.9435","3.8380","76.40K","-0.68%"
"07/26/2023","3.9020","3.9265","3.9265","3.8765","65.16K","-0.34%"
"07/25/2023","3.9155","3.8485","3.9415","3.8445","85.94K","1.56%"
"07/24/2023","3.8555","3.8185","3.8605","3.7820","77.21K","0.98%"
"07/21/2023","3.8180","3.8280","3.8740","3.8090","59.75K","-0.43%"
"07/20/2023","3.8345","3.8155","3.8885","3.8110","69.44K","0.54%"
"07/19/2023","3.8140","3.8330","3.8385","3.7810","55.19K","-0.40%"
"07/18/2023","3.8295","3.8430","3.8545","3.8030","61.15K","-0.38%"
"07/17/2023","3.8440","3.9270","3.9270","3.8115","79.08K","-2.26%"
"07/14/2023","3.9330","3.9530","3.9540","3.9035","78.20K","-0.18%"
"07/13/2023","3.9400","3.8540","3.9530","3.8420","103.64K","2.26%"
"07/12/2023","3.8530","3.7725","3.8605","3.7665","77.86K","2.31%"
"07/11/2023","3.7660","3.7890","3.8225","3.7520","64.23K","-0.49%"
"07/10/2023","3.7845","3.7820","3.7990","3.7425","46.99K","0.07%"
"07/07/2023","3.7820","3.7425","3.7875","3.7255","52.20K","1.27%"
"07/06/2023","3.7345","3.7615","3.7760","3.7225","60.47K","-0.90%"
"07/05/2023","3.7685","3.7935","3.8095","3.7325","70.90K","-0.42%"
"07/04/2023","3.7843","3.7915","3.8093","3.7750","","-0.26%"
"07/03/2023","3.7940","3.7655","3.8075","3.7595","48.35K","0.92%"
"06/30/2023","3.7595","3.6995","3.7705","3.6945","58.63K","1.64%"
"06/29/2023","3.6990","3.7290","3.7520","3.6830","75.09K","-0.99%"
"06/28/2023","3.7360","3.7870","3.7905","3.7125","0.95K","-1.15%"
"06/27/2023","3.7795","3.8000","3.8230","3.7690","0.71K","-0.38%"
"06/26/2023","3.7940","3.8165","3.8365","3.7765","1.11K","-0.39%"
"06/23/2023","3.8090","3.8905","3.8905","3.7930","0.39K","-2.23%"
"06/22/2023","3.8960","3.9030","3.9585","3.8870","0.33K","-0.36%"
"06/21/2023","3.9100","3.8875","3.9200","3.8500","0.82K","0.54%"
"06/20/2023","3.8890","3.8820","3.9015","3.8460","0.37K","0.64%"
"06/19/2023","3.8643","3.8723","3.8878","3.8518","","-0.25%"
"06/18/2023","3.8738","3.8883","3.8950","3.8725","","-0.51%"
"06/16/2023","3.8935","3.8945","3.9185","3.8840","0.17K","-0.17%"
"06/15/2023","3.9000","3.8205","3.9000","3.8165","0.19K","0.71%"
"06/14/2023","3.8725","3.8105","3.8705","3.8085","0.13K","0.96%"
"06/13/2023","3.8355","3.7900","3.8540","3.7900","0.20K","2.02%"
"06/12/2023","3.7595","3.7640","3.7790","3.7450","0.16K","-0.92%"
"06/09/2023","3.7945","3.8005","3.8185","3.7790","0.08K","-0.13%"
"06/08/2023","3.7995","3.7590","3.8000","3.7500","0.12K","1.04%"
"06/07/2023","3.7605","3.7715","3.8100","3.7565","0.17K","-0.37%"
"06/06/2023","3.7745","3.7670","3.7670","3.7445","0.12K","0.01%"
"06/05/2023","3.7740","3.7245","3.7715","3.7190","0.12K","1.06%"
"06/02/2023","3.7345","3.7180","3.7890","3.7180","0.10K","0.43%"
"06/01/2023","3.7185","3.6950","3.7150","3.6950","0.07K","2.00%"
"05/31/2023","3.6455","3.6395","3.6600","3.6395","0.29K","-0.65%"
"05/30/2023","3.6695","3.6700","3.7015","3.6525","0.27K","-0.06%"
"05/29/2023","3.6717","3.6742","3.7105","3.6582","","-0.09%"
"05/28/2023","3.6750","3.6715","3.6875","3.6715","","-0.19%"
"05/26/2023","3.6820","3.5925","3.6845","3.5830","70.14K","2.62%"
"05/25/2023","3.5880","3.5655","3.6180","3.5460","83.71K","0.74%"
"05/24/2023","3.5615","3.6405","3.6475","3.5450","102.90K","-2.54%"
